name,popular_tags,game_details,genre,ID
The Escapists: The Walking Dead,"Zombies,Survival,Pixel Graphics,Indie,Strategy,Open World,Multiplayer,2D,Singleplayer,Action,RPG,Horror,Gore,Shooter,Adventure,Crafting","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Indie,Strategy",theescapiststhewalkingdead
Ring Runner: Flight of the Sages,"Action,Indie,RPG,Space,Sci-fi,Story Rich,Great Soundtrack,Shooter,Multiplayer,Co-op,Shoot 'Em Up,Flight","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards","Action,Indie,RPG",ringrunnerflightofthesages
Desperados: Wanted Dead or Alive,"Strategy,Western,Tactical,Action,Isometric,Stealth,Singleplayer,Classic,Real Time Tactics,Atmospheric,Real-Time,Masterpiece,RTS",Single-player,"Action,Strategy",desperadoswanteddeadoralive
Slip,"Indie,Action,Platformer","Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie",slip
Small World 2,"Board Game,Strategy,Casual,Indie,Turn-Based,Multiplayer,Singleplayer,Fantasy,Local Multiplayer","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Turn Notifications","Casual,Indie,Strategy",smallworld2
The Raven - Legacy of a Master Thief,"Adventure,Point & Click,Mystery,Detective,Story Rich,Crime,Puzzle,Singleplayer,Noir","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",Adventure,theravenlegacyofamasterthief
Sacred 2 Gold,"RPG,Open World,Hack and Slash,Action RPG,Co-op,Multiplayer,Fantasy,Singleplayer,Action,Loot,Adventure,Isometric,Female Protagonist,Sandbox,Character Customization,Masterpiece,Atmospheric,Dark Fantasy",Single-player,RPG,sacred2gold
Doodle God,"Indie,Puzzle,Casual,God Game,Simulation,Crafting,Sandbox,2D,Experimental,Singleplayer,Memes,Open World,Funny,Illuminati,Minimalist,Cute,Education,Adventure,Trading Card Game","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Casual,Indie,Simulation",doodlegod
Jet Gunner,"Action,Indie,Adventure,Platformer,Pixel Graphics,Retro,2D,Difficult","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Action,Adventure,Indie",jetgunner
Rogue Warrior,"Action,FPS,Comedy,Funny,Short,Stealth,Memes,Masterpiece,First-Person","Single-player,Multi-player,Steam Achievements,Steam Cloud,Steam Leaderboards",Action,roguewarrior
Armikrog,"Adventure,Point & Click,Indie,Puzzle,Comedy,Great Soundtrack,Kickstarter,Singleplayer,Atmospheric,Masterpiece,Funny",Single-player,"Adventure,Indie",armikrog
The Cave,"Adventure,Platformer,Puzzle,Local Co-Op,Comedy,Co-op,Indie,Local Multiplayer,Funny,Singleplayer,Dark Humor,Puzzle-Platformer,2D,Atmospheric,Casual,Controller,2.5D,Female Protagonist,Point & Click,Side Scroller","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud",Adventure,thecave
